description,name,source,url
Open-source LLM app development platform with visual agent builder. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Flanggenius%2Fdify&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),Dify,GitHub Awesome,https://github.com/langgenius/dify
End-to-end LLM framework for agentic pipelines. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fdeepset-ai%2Fhaystack&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),Haystack Agents,GitHub Awesome,https://github.com/deepset-ai/haystack
"🆕 Production-grade agent framework with prompt-based building, evaluations, versioning, and observability.",Vellum AI,GitHub Awesome,https://www.vellum.ai/
"💤 Deploy AG2 (AutoGen) multi-agent workflows to production via console, Mesop web UI, REST/FastAPI, and NATS adapters; last release Dec 2025. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fairtai%2Ffastagency&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",FastAgency,GitHub Awesome,https://github.com/airtai/fastagency
💤 **Maintenance mode** (last release Jan 2025; successor: Rasa CALM). Open-source conversational AI with strong intent recognition and dialogue management. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FRasaHQ%2Frasa&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),Rasa,GitHub Awesome,https://github.com/RasaHQ/rasa
🆕 Top no-code agent framework for business users with visual workflow builder.,Lindy,GitHub Awesome,https://www.lindy.ai/
"🆕 Rust-based open-source AI agent runtime. Model-agnostic (13+ providers), community-built specialist agents (developer, medical, legal, DevOps), MCP support with runtime self-extension, zero-config setup. Apache 2.0. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fmuvon%2Foctomind&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Octomind,GitHub Awesome,https://github.com/muvon/octomind
"🆕 **April 3, 2026**. Open-source toolkit for enforcing runtime security policies across agent frameworks including LangChain and AutoGen. Policy-as-code approach for enterprise AI governance.",Microsoft AI Agent Governance Toolkit,GitHub Awesome,https://www.helpnetsecurity.com/2026/04/03/microsoft-ai-agent-governance-toolkit/
"🆕 Python orchestrator for 40+ CLI coding agents (Claude Code, Codex, Gemini CLI, Cursor, Aider). One LLM plan call up front; scheduling, git worktree isolation, quality gates, and HMAC-chained audit are deterministic. Apache-2.0. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fsipyourdrink-ltd%2Fbernstein&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Bernstein,GitHub Awesome,https://github.com/sipyourdrink-ltd/bernstein
"🆕 **May 14, 2026**. New middleware system for Google's open-source Genkit framework. Composable hooks at the generate / model / tool layers — retries with exponential backoff, model fallbacks, tool approval gates, scoped filesystem access, skill injection from `SKILL.md`. TypeScript / Go / Dart; Python next.",Genkit Middleware,GitHub Awesome,https://developers.googleblog.com/announcing-genkit-middleware-intercept-extend-and-harden-your-agentic-apps/
"🆕 🇨🇳 ByteDance's open-source AI agent development platform — all-in-one visual builder for creating, debugging, and deploying agents. Apache-2.0, 20K+ stars; open-source counterpart to Coze.com. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fcoze-dev%2Fcoze-studio&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Coze Studio,GitHub Awesome,https://github.com/coze-dev/coze-studio
"🆕 **May 20, 2026**. LlamaIndex ships a template for Google's newly launched Agents API exposing **LlamaParse** / **LiteParse** over unstructured documents inside a sandboxed Linux environment.",LlamaIndex ↔ Google Agents API integration,GitHub Awesome,https://www.kucoin.com/news/flash/google-launches-agents-api-llama-index-integrates-llamaparse-for-unstructured-document-processing
"Ready-to-run AI agent team workspace by NetMind.AI — memory-aware agents that remember, collaborate, and use tools from day one. Multi-agent (PM/dev/deployment/research), persistent context, MCP-style integrations, composable modules. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FNetMindAI-Open%2FNarraNexus&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",NarraNexus,GitHub Awesome,https://github.com/NetMindAI-Open/NarraNexus
"🆕 **April–June 2026**. AWS open-source model-driven agent SDK (Python + TypeScript 1.0 GA April 30, 2026). Model-agnostic (Bedrock, Anthropic, OpenAI, Ollama), multi-agent orchestration patterns (graph/swarm/workflow), built-in observability hooks, A2A Protocol support; TypeScript SDK now maintained in the [harness-sdk monorepo](https://github.com/strands-agents/harness-sdk). Apache-2.0. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fstrands-agents%2Fsdk-python&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Strands Agents (AWS),GitHub Awesome,https://github.com/strands-agents/sdk-python
"🆕 ⚡ **Latest stable 1.15.16 (August 14, 2026)**. The 1.15 line adds **execution hooks and interception points** (wrap or veto a step before it runs), declarative Flows with CLI/TUI support, a Chat API for conversational agent flows, and native Snowflake Cortex support; LangChain was dropped from the core for a lighter dependency tree. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FcrewAIInc%2FcrewAI&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",CrewAI 1.15,GitHub Awesome,https://github.com/crewAIInc/crewAI
"🆕 **July 14, 2026**. AI-native builder within Oracle Fusion Cloud Applications for creating Fusion Agentic Applications — outcome-driven systems powered by teams of specialized agents that reason and execute within Fusion's business objects, workflows, and security context. No-code / low-code / pro-code options; included at no additional cost to Fusion customers.",Oracle AI Agent Studio (Fusion),GitHub Awesome,https://www.oracle.com/news/announcement/oracle-introduces-ai-native-builder-experience-2026-07-14/
"🆕 ⚡ **2026-08-14**. MAF (merged AutoGen + Semantic Kernel) latest stable on PyPI. v1.13.0 (Jul 30) brought bounded-memory MCP source skill discovery, reusable Foundry session storage, full-process feature-usage telemetry, and **Agent Harness + Hosted Agents GA**. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fmicrosoft%2Fagent-framework&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Microsoft Agent Framework v1.14.0,GitHub Awesome,https://github.com/microsoft/agent-framework/releases
"🆕 ⚡ **2026-08-15**. Latest stable on PyPI. v0.20.0 (Aug 11) changed the default model to `gpt-5.6-luna`, added MCP Python SDK v1 + v2 support (stdio, SSE, Streamable HTTP), and migrated local HTTP transport to `httpx2`. (v0.19.0 added Programmatic Tool Calling and `@tool` shorthand.) ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fopenai%2Fopenai-agents-python&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",OpenAI Agents SDK v0.21.0,GitHub Awesome,https://github.com/openai/openai-agents-python/releases
"🆕 ⚡ **2026-08-14**. Latest stable patch. v1.15.15 (Aug 12) brought Flow outcome/duration/human-in-the-loop reporting, a FlowStartedEvent fix for aborted boundary hooks, a torch 2.13.0 security bump, and kebab-case CLI flag standardization. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FcrewAIInc%2FcrewAI&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",CrewAI v1.15.16,GitHub Awesome,https://github.com/crewAIInc/crewAI/releases
"🆕 ⚡ **Latest: v2.7.0 (Aug 13, 2026)**. The preceding 2.6.x line brought: A2A per-invocation auth headers for agent-card fetching + proxy identity auth manager (3-legged OAuth); CLI telemetry terminal grouping, TTL pruning, long-running web-server telemetry fix; `--sandbox-launcher` gated behind `gcloud beta run deploy`. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fgoogle%2Fadk-python&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Google ADK 2.7.0,GitHub Awesome,https://github.com/google/adk-python/releases
"🆕 **GA July 2026**. ServiceNow's AI agent for building within Cursor, Devin Desktop, Claude Code, and GitHub Copilot — cross-IDE platform with full ServiceNow context, security, and workflow integration. No open-source component.",ServiceNow Build Agent,GitHub Awesome,https://www.servicenow.com/products/ai-agents/
"🆕 **July 2026 (latest tagged release: v0.5.0 ""Darwin"", pre-release)**. Production-oriented AI agent framework for the **JVM** ecosystem — created by Rod Johnson (Spring Framework founder). Typed domain objects define agent behavior; Spring AI integration; graph-based multi-agent orchestration; native MCP client; supports any model (OpenAI, Anthropic, Ollama). **Apache-2.0**. Pronounced *em-BAY-bel*. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fembabel%2Fembabel-agent&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Embabel Agent,GitHub Awesome,https://github.com/embabel/embabel-agent
"Visual debugger and trace inspector for LangGraph agents (now part of LangSmith) — step through state, replay turns, edit messages mid-flight. Companion to the LangGraph runtime.",LangGraph Studio,GitHub Awesome,https://docs.langchain.com/langsmith/studio
"🆕 Open-source LLMOps platform combining a prompt playground, prompt management, evaluation runs, and observability in one UI. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fagenta-ai%2Fagenta&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Agenta,GitHub Awesome,https://github.com/agenta-ai/agenta
"🆕 🇨🇳 ByteDance's open-source agent optimization platform: full-lifecycle development, debugging, evaluation, and monitoring. Apache-2.0. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fcoze-dev%2Fcoze-loop&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Coze Loop,GitHub Awesome,https://github.com/coze-dev/coze-loop
Durable agent runtime + visual workflow editor (built on Temporal-style replay). Open-source examples in [restackio/examples-python](https://github.com/restackio/examples-python).,Restack,GitHub Awesome,https://www.restack.io/
"🇨🇳 Open enterprise LLM DevOps platform: workflow editor, RAG, agent orchestration, fine-tuning, dataset management, observability. Apache-2.0. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fdataelement%2Fbisheng&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Bisheng,GitHub Awesome,https://github.com/dataelement/bisheng
General-purpose visual workflow automation that has become a popular agent canvas — 400+ integrations + native AI nodes. Fair-code license. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fn8n-io%2Fn8n&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),n8n,GitHub Awesome,https://github.com/n8n-io/n8n
"🆕 End-to-end TypeScript AI Agent Engineering Platform with memory, RAG, guardrails, MCP, voice, and workflow capabilities. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2FVoltAgent%2Fvoltagent&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",VoltAgent,GitHub Awesome,https://github.com/VoltAgent/voltagent
🆕 ⚡ **2026-07-31**. Memory expiration controls; n8n + Zapier workflow integrations announced; TypeScript SDK gains broad vector-store / LLM / embedding provider support. ⚠️ Unverified (mem0.ai ✅; release details from search summaries). ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fmem0ai%2Fmem0&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),Mem0 SDK — July 2026 Updates,GitHub Awesome,https://mem0.ai
"Create LLM services with long-term memory and custom tools. **July 2026**: goes beyond a passive memory layer — provides a **stateful agent runtime** where the agent has active control over its own memory, deciding what to store and forget. Supports multi-tenant apps and long-running sessions without context-window resets. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fletta-ai%2Fletta&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300)",Letta (MemGPT),GitHub Awesome,https://github.com/letta-ai/letta
"🆕 **July 2026**. ""Memory passport for agents"" — platform-neutral memory layer shared across different agents and tools. Stores scoped memories (user / agent / session) and surfaces them via a universal API so an agent on one platform can recall context from another.",MemoryLake,GitHub Awesome,https://memorylake.ai
